p:(0.593242,0.482821),h:1,n:84,cr:0.114292;
p:(0.240209,0.845629),h:0,n:0,cr:0;
p:(0.238362,0.836187),h:0,n:0,cr:0;
p:(0.25343,0.833435),h:0,n:0,cr:0;
p:(0.228705,0.848888),h:0,n:0,cr:0;
p:(0.233493,0.850733),h:0,n:0,cr:0;
p:(0.224337,0.84432),h:0,n:0,cr:0;
p:(0.226706,0.821759),h:0,n:0,cr:0;
p:(0.228606,0.822836),h:0,n:0,cr:0;
p:(0.228075,0.829174),h:0,n:0,cr:0;
p:(0.239238,0.823526),h:0,n:0,cr:0;
p:(0.241413,0.825009),h:0,n:0,cr:0;
p:(0.242693,0.860215),h:0,n:0,cr:0;
p:(0.225382,0.874188),h:0,n:0,cr:0;
p:(0.196447,0.851754),h:0,n:0,cr:0;
p:(0.204809,0.857729),h:0,n:0,cr:0;
p:(0.227153,0.801559),h:0,n:0,cr:0;
p:(0.229297,0.806705),h:0,n:0,cr:0;
p:(0.217426,0.801214),h:0,n:0,cr:0;
p:(0.227271,0.789314),h:0,n:0,cr:0;
p:(0.231495,0.792731),h:0,n:0,cr:0;
p:(0.207272,0.806566),h:0,n:0,cr:0;
p:(0.211625,0.814499),h:0,n:0,cr:0;
p:(0.202541,0.79778),h:0,n:0,cr:0;
p:(0.201752,0.816837),h:0,n:0,cr:0;
p:(0.253755,0.80045),h:0,n:0,cr:0;
p:(0.255451,0.803028),h:0,n:0,cr:0;
p:(0.255274,0.788153),h:0,n:0,cr:0;
p:(0.241265,0.800168),h:0,n:0,cr:0;
p:(0.242729,0.808029),h:0,n:0,cr:0;
p:(0.264052,0.818138),h:0,n:0,cr:0;
p:(0.253758,0.818976),h:0,n:0,cr:0;
p:(0.269755,0.827439),h:0,n:0,cr:0;
p:(0.273712,0.834658),h:0,n:0,cr:0;
p:(0.266616,0.840638),h:0,n:0,cr:0;
p:(0.267423,0.843065),h:0,n:0,cr:0;
p:(0.292351,0.810121),h:0,n:0,cr:0;
p:(0.294034,0.812028),h:0,n:0,cr:0;
p:(0.288526,0.799575),h:0,n:0,cr:0;
p:(0.27892,0.808494),h:0,n:0,cr:0;
p:(0.278649,0.819424),h:0,n:0,cr:0;
p:(0.310023,0.836122),h:0,n:0,cr:0;
p:(0.313062,0.839173),h:0,n:0,cr:0;
p:(0.291845,0.83706),h:0,n:0,cr:0;
p:(0.289847,0.846763),h:0,n:0,cr:0;
p:(0.217634,0.899868),h:0,n:0,cr:0;
p:(0.226311,0.905313),h:0,n:0,cr:0;
p:(0.207458,0.908568),h:0,n:0,cr:0;
p:(0.204886,0.910503),h:0,n:0,cr:0;
p:(0.202296,0.89155),h:0,n:0,cr:0;
p:(0.240364,0.901228),h:0,n:0,cr:0;
p:(0.238525,0.907033),h:0,n:0,cr:0;
p:(0.252406,0.899823),h:0,n:0,cr:0;
p:(0.233262,0.915922),h:0,n:0,cr:0;
p:(0.235835,0.916401),h:0,n:0,cr:0;
p:(0.21637,0.921759),h:0,n:0,cr:0;
p:(0.220884,0.928042),h:0,n:0,cr:0;
p:(0.205159,0.923414),h:0,n:0,cr:0;
p:(0.213585,0.942578),h:0,n:0,cr:0;
p:(0.254697,0.876634),h:0,n:0,cr:0;
p:(0.260424,0.882252),h:0,n:0,cr:0;
p:(0.245215,0.880519),h:0,n:0,cr:0;
p:(0.250537,0.884632),h:0,n:0,cr:0;
p:(0.183868,0.88549),h:0,n:0,cr:0;
p:(0.177154,0.895193),h:0,n:0,cr:0;
p:(0.180413,0.867817),h:0,n:0,cr:0;
p:(0.181468,0.909937),h:0,n:0,cr:0;
p:(0.187661,0.940064),h:0,n:0,cr:0;
p:(0.192014,0.943972),h:0,n:0,cr:0;
p:(0.175042,0.942869),h:0,n:0,cr:0;
p:(0.196536,0.952705),h:0,n:0,cr:0;
p:(0.197515,0.953505),h:0,n:0,cr:0;
p:(0.154625,0.948528),h:0,n:0,cr:0;
p:(0.151074,0.951585),h:0,n:0,cr:0;
p:(0.159621,0.95448),h:0,n:0,cr:0;
p:(0.152843,0.938116),h:0,n:0,cr:0;
p:(0.155789,0.940058),h:0,n:0,cr:0;
p:(0.145407,0.984966),h:0,n:0,cr:0;
p:(0.143184,0.987569),h:0,n:0,cr:0;
p:(0.149107,0.987334),h:0,n:0,cr:0;
p:(0.162576,0.986255),h:0,n:0,cr:0;
p:(0.170373,0.987793),h:0,n:0,cr:0;
p:(0.160007,0.997535),h:0,n:0,cr:0;
p:(0.172385,0.967196),h:0,n:0,cr:0;
p:(0.172114,0.968993),h:0,n:0,cr:0;
p:(0.160522,0.967997),h:0,n:0,cr:0;
p:(0.164304,0.976784),h:0,n:0,cr:0;
p:(0.204096,0.966383),h:0,n:0,cr:0;
p:(0.201611,0.969034),h:0,n:0,cr:0;
p:(0.213913,0.959659),h:0,n:0,cr:0;
p:(0.214579,0.973746),h:0,n:0,cr:0;
p:(0.211355,0.976264),h:0,n:0,cr:0;
p:(0.219124,0.980444),h:0,n:0,cr:0;
p:(0.193924,0.981425),h:0,n:0,cr:0;
p:(0.204634,0.998317),h:0,n:0,cr:0;
p:(0.237608,0.963345),h:0,n:0,cr:0;
p:(0.250962,0.986578),h:0,n:0,cr:0;
p:(0.910728,0.936783),h:0,n:0,cr:0;
p:(0.907942,0.939406),h:0,n:0,cr:0;
p:(0.909491,0.932238),h:0,n:0,cr:0;
p:(0.922985,0.928456),h:0,n:0,cr:0;
p:(0.928116,0.928726),h:0,n:0,cr:0;
p:(0.938505,0.924036),h:0,n:0,cr:0;
p:(0.944158,0.925817),h:0,n:0,cr:0;
p:(0.954231,0.922255),h:0,n:0,cr:0;
p:(0.929376,0.90589),h:0,n:0,cr:0;
p:(0.913258,0.915683),h:0,n:0,cr:0;
p:(0.912583,0.921238),h:0,n:0,cr:0;
p:(0.9086,0.909548),h:0,n:0,cr:0;
p:(0.900512,0.922824),h:0,n:0,cr:0;
p:(0.904265,0.924551),h:0,n:0,cr:0;
p:(0.902141,0.917563),h:0,n:0,cr:0;
p:(0.911279,0.947028),h:0,n:0,cr:0;
p:(0.9072,0.950525),h:0,n:0,cr:0;
p:(0.909616,0.955593),h:0,n:0,cr:0;
p:(0.907715,0.962174),h:0,n:0,cr:0;
p:(0.922156,0.962696),h:0,n:0,cr:0;
p:(0.946934,0.964154),h:0,n:0,cr:0;
p:(0.946458,0.96815),h:0,n:0,cr:0;
p:(0.951994,0.959943),h:0,n:0,cr:0;
p:(0.93709,0.972831),h:0,n:0,cr:0;
p:(0.961723,0.965434),h:0,n:0,cr:0;
p:(0.94706,0.947587),h:0,n:0,cr:0;
p:(0.949938,0.953472),h:0,n:0,cr:0;
p:(0.939267,0.988155),h:0,n:0,cr:0;
p:(0.944664,0.999489),h:0,n:0,cr:0;
p:(0.962938,0.99366),h:0,n:0,cr:0;
p:(0.967289,0.996096),h:0,n:0,cr:0;
p:(0.971847,0.917239),h:0,n:0,cr:0;
p:(0.97949,0.925112),h:0,n:0,cr:0;
p:(0.96909,0.930461),h:0,n:0,cr:0;
p:(0.964273,0.932405),h:0,n:0,cr:0;
p:(0.970678,0.949036),h:0,n:0,cr:0;
p:(0.978136,0.956696),h:0,n:0,cr:0;
p:(0.990009,0.930414),h:0,n:0,cr:0;
p:(0.986828,0.936342),h:0,n:0,cr:0;
p:(0.995375,0.987744),h:0,n:0,cr:0;
p:(0.987497,0.99239),h:0,n:0,cr:0;
p:(0.986215,0.964842),h:0,n:0,cr:0;
p:(0.880612,0.969685),h:0,n:0,cr:0;
p:(0.878796,0.97155),h:0,n:0,cr:0;
p:(0.882203,0.980315),h:0,n:0,cr:0;
p:(0.884449,0.98188),h:0,n:0,cr:0;
p:(0.903678,0.987378),h:0,n:0,cr:0;
p:(0.896073,0.999955),h:0,n:0,cr:0;
p:(0.903269,0.970901),h:0,n:0,cr:0;
p:(0.86637,0.945208),h:0,n:0,cr:0;
p:(0.876085,0.947101),h:0,n:0,cr:0;
p:(0.868658,0.958361),h:0,n:0,cr:0;
p:(0.874807,0.931066),h:0,n:0,cr:0;
p:(0.886452,0.93768),h:0,n:0,cr:0;
p:(0.851475,0.971879),h:0,n:0,cr:0;
p:(0.847057,0.975588),h:0,n:0,cr:0;
p:(0.856292,0.966697),h:0,n:0,cr:0;
p:(0.851811,0.979668),h:0,n:0,cr:0;
p:(0.859316,0.976047),h:0,n:0,cr:0;
p:(0.839636,0.956297),h:0,n:0,cr:0;
p:(0.834126,0.957612),h:0,n:0,cr:0;
p:(0.860581,0.99945),h:0,n:0,cr:0;
p:(0.861286,0.988188),h:0,n:0,cr:0;
p:(0.944341,0.771138),h:0,n:0,cr:0;
p:(0.947483,0.772136),h:0,n:0,cr:0;
p:(0.939304,0.769833),h:0,n:0,cr:0;
p:(0.938996,0.781796),h:0,n:0,cr:0;
p:(0.93513,0.788066),h:0,n:0,cr:0;
p:(0.928556,0.778893),h:0,n:0,cr:0;
p:(0.956732,0.788184),h:0,n:0,cr:0;
p:(0.964509,0.789887),h:0,n:0,cr:0;
p:(0.941499,0.754782),h:0,n:0,cr:0;
p:(0.962125,0.759328),h:0,n:0,cr:0;
p:(0.979517,0.761769),h:0,n:0,cr:0;
p:(0.984451,0.764194),h:0,n:0,cr:0;
p:(0.985892,0.753452),h:0,n:0,cr:0;
p:(0.994611,0.765509),h:0,n:0,cr:0;
p:(0.9989,0.768185),h:0,n:0,cr:0;
p:(0.979333,0.744872),h:0,n:0,cr:0;
p:(0.972351,0.750587),h:0,n:0,cr:0;
p:(0.999367,0.781118),h:0,n:0,cr:0;
p:(0.947922,0.722952),h:0,n:0,cr:0;
p:(0.945576,0.723007),h:0,n:0,cr:0;
p:(0.951699,0.721229),h:0,n:0,cr:0;
p:(0.934026,0.727731),h:0,n:0,cr:0;
p:(0.937978,0.73887),h:0,n:0,cr:0;
p:(0.909799,0.773651),h:0,n:0,cr:0;
p:(0.909558,0.774697),h:0,n:0,cr:0;
p:(0.90967,0.765068),h:0,n:0,cr:0;
p:(0.918785,0.760848),h:0,n:0,cr:0;
p:(0.919523,0.763459),h:0,n:0,cr:0;
p:(0.895812,0.766642),h:0,n:0,cr:0;
p:(0.973006,0.814594),h:0,n:0,cr:0;
p:(0.970514,0.815169),h:0,n:0,cr:0;
p:(0.97389,0.820993),h:0,n:0,cr:0;
p:(0.982497,0.811141),h:0,n:0,cr:0;
p:(0.976349,0.831633),h:0,n:0,cr:0;
p:(0.998645,0.811762),h:0,n:0,cr:0;
p:(0.982275,0.687696),h:0,n:0,cr:0;
p:(0.977204,0.688063),h:0,n:0,cr:0;
p:(0.985698,0.680213),h:0,n:0,cr:0;
p:(0.981671,0.696786),h:0,n:0,cr:0;
p:(0.98373,0.7047),h:0,n:0,cr:0;
p:(0.970551,0.693968),h:0,n:0,cr:0;
p:(0.998205,0.707898),h:0,n:0,cr:0;
p:(0.994051,0.710679),h:0,n:0,cr:0;
p:(0.985278,0.722211),h:0,n:0,cr:0;
p:(0.983466,0.725717),h:0,n:0,cr:0;
p:(0.975449,0.723786),h:0,n:0,cr:0;
p:(0.967491,0.71587),h:0,n:0,cr:0;
p:(0.96556,0.732972),h:0,n:0,cr:0;
p:(0.28011,0.0459428),h:0,n:0,cr:0;
p:(0.276551,0.0462561),h:0,n:0,cr:0;
p:(0.269022,0.0508324),h:0,n:0,cr:0;
p:(0.292863,0.0480772),h:0,n:0,cr:0;
p:(0.291958,0.0503221),h:0,n:0,cr:0;
p:(0.303432,0.0592965),h:0,n:0,cr:0;
p:(0.305677,0.0377309),h:0,n:0,cr:0;
p:(0.313553,0.0398393),h:0,n:0,cr:0;
p:(0.312438,0.0270625),h:0,n:0,cr:0;
p:(0.283375,0.0282039),h:0,n:0,cr:0;
p:(0.281438,0.0328904),h:0,n:0,cr:0;
p:(0.285853,0.0215509),h:0,n:0,cr:0;
p:(0.275494,0.0181228),h:0,n:0,cr:0;
p:(0.288625,0.00808754),h:0,n:0,cr:0;
p:(0.289313,0.00835674),h:0,n:0,cr:0;
p:(0.273922,0.00369893),h:0,n:0,cr:0;
p:(0.264292,0.00457618),h:0,n:0,cr:0;
p:(0.327238,0.0128554),h:0,n:0,cr:0;
p:(0.33021,0.0138946),h:0,n:0,cr:0;
p:(0.326578,0.00943656),h:0,n:0,cr:0;
p:(0.322344,0.0172468),h:0,n:0,cr:0;
p:(0.323055,0.000461194),h:0,n:0,cr:0;
p:(0.314778,0.00775226),h:0,n:0,cr:0;
p:(0.339503,0.00254529),h:0,n:0,cr:0;
p:(0.337943,0.00501362),h:0,n:0,cr:0;
p:(0.329255,0.0384045),h:0,n:0,cr:0;
p:(0.323126,0.0450499),h:0,n:0,cr:0;
p:(0.332899,0.0279694),h:0,n:0,cr:0;
p:(0.340322,0.0377248),h:0,n:0,cr:0;
p:(0.321713,0.0549515),h:0,n:0,cr:0;
p:(0.348181,0.0566463),h:0,n:0,cr:0;
p:(0.356746,0.0575708),h:0,n:0,cr:0;
p:(0.329925,0.150791),h:0,n:0,cr:0;
p:(0.320706,0.156284),h:0,n:0,cr:0;
p:(0.339577,0.157046),h:0,n:0,cr:0;
p:(0.342626,0.157229),h:0,n:0,cr:0;
p:(0.332716,0.136303),h:0,n:0,cr:0;
p:(0.329393,0.13806),h:0,n:0,cr:0;
p:(0.343856,0.128824),h:0,n:0,cr:0;
p:(0.334763,0.168268),h:0,n:0,cr:0;
p:(0.319133,0.168684),h:0,n:0,cr:0;
p:(0.295933,0.152428),h:0,n:0,cr:0;
p:(0.293481,0.158375),h:0,n:0,cr:0;
p:(0.298206,0.144104),h:0,n:0,cr:0;
p:(0.309949,0.144371),h:0,n:0,cr:0;
p:(0.311304,0.145513),h:0,n:0,cr:0;
p:(0.298035,0.125841),h:0,n:0,cr:0;
p:(0.293399,0.12894),h:0,n:0,cr:0;
p:(0.275682,0.15238),h:0,n:0,cr:0;
p:(0.333337,0.0942199),h:0,n:0,cr:0;
p:(0.3408,0.0963513),h:0,n:0,cr:0;
p:(0.327963,0.0875903),h:0,n:0,cr:0;
p:(0.32158,0.0985248),h:0,n:0,cr:0;
p:(0.316621,0.106253),h:0,n:0,cr:0;
p:(0.309792,0.0943677),h:0,n:0,cr:0;
p:(0.316567,0.0815011),h:0,n:0,cr:0;
p:(0.335523,0.0792804),h:0,n:0,cr:0;
p:(0.335991,0.0826595),h:0,n:0,cr:0;
p:(0.33657,0.0684207),h:0,n:0,cr:0;
p:(0.344015,0.086183),h:0,n:0,cr:0;
p:(0.0919396,0.0724388),h:0,n:0,cr:0;
p:(0.0842342,0.0732398),h:0,n:0,cr:0;
p:(0.0916488,0.0804183),h:0,n:0,cr:0;
p:(0.113404,0.0741656),h:0,n:0,cr:0;
p:(0.119135,0.082582),h:0,n:0,cr:0;
p:(0.123012,0.0697442),h:0,n:0,cr:0;
p:(0.103425,0.0933511),h:0,n:0,cr:0;
p:(0.105068,0.0968588),h:0,n:0,cr:0;
p:(0.105613,0.0534152),h:0,n:0,cr:0;
p:(0.0976529,0.0583264),h:0,n:0,cr:0;
p:(0.131763,0.0803989),h:0,n:0,cr:0;
p:(0.129001,0.0820423),h:0,n:0,cr:0;
p:(0.129944,0.0903586),h:0,n:0,cr:0;
p:(0.128873,0.0950822),h:0,n:0,cr:0;
p:(0.150192,0.0486661),h:0,n:0,cr:0;
p:(0.144843,0.0510654),h:0,n:0,cr:0;
p:(0.157275,0.0510593),h:0,n:0,cr:0;
p:(0.137538,0.0503757),h:0,n:0,cr:0;
p:(0.144114,0.0582681),h:0,n:0,cr:0;
p:(0.149708,0.0713371),h:0,n:0,cr:0;
p:(0.128752,0.00136923),h:0,n:0,cr:0;
p:(0.133979,0.00629068),h:0,n:0,cr:0;
p:(0.134821,0.0134692),h:0,n:0,cr:0;
p:(0.148235,0.00399374),h:0,n:0,cr:0;
p:(0.155691,0.0167708),h:0,n:0,cr:0;
p:(0.143924,0.0277804),h:0,n:0,cr:0;
p:(0.10311,0.0212605),h:0,n:0,cr:0;
p:(0.0933491,0.0326968),h:0,n:0,cr:0;
p:(0.10692,0.00256679),h:0,n:0,cr:0;
p:(0.122058,0.0262889),h:0,n:0,cr:0;
p:(0.121233,0.0381898),h:0,n:0,cr:0;
p:(0.0244774,0.0263787),h:0,n:0,cr:0;
p:(0.033549,0.0304734),h:0,n:0,cr:0;
p:(0.03513,0.0196655),h:0,n:0,cr:0;
p:(0.0444557,0.0380742),h:0,n:0,cr:0;
p:(0.0511692,0.0435165),h:0,n:0,cr:0;
p:(0.0232004,0.041777),h:0,n:0,cr:0;
p:(0.0349949,0.0527387),h:0,n:0,cr:0;
p:(0.0347079,0.0541322),h:0,n:0,cr:0;
p:(0.043221,0.0530129),h:0,n:0,cr:0;
p:(0.0640866,0.0448633),h:0,n:0,cr:0;
p:(0.0752154,0.0479333),h:0,n:0,cr:0;
p:(0.0529048,0.00445669),h:0,n:0,cr:0;
p:(0.0541628,0.00633076),h:0,n:0,cr:0;
p:(0.0515218,0.000323207),h:0,n:0,cr:0;
p:(0.0366696,0.00316242),h:0,n:0,cr:0;
p:(0.0173169,0.017376),h:0,n:0,cr:0;
p:(0.0137897,0.0188756),h:0,n:0,cr:0;
p:(0.0126014,0.0243418),h:0,n:0,cr:0;
p:(0.00461448,0.00608976),h:0,n:0,cr:0;
p:(0.205069,0.462388),h:0,n:0,cr:0;
p:(0.207002,0.467826),h:0,n:0,cr:0;
p:(0.213242,0.459508),h:0,n:0,cr:0;
p:(0.192753,0.46136),h:0,n:0,cr:0;
p:(0.217028,0.47155),h:0,n:0,cr:0;
p:(0.213739,0.446509),h:0,n:0,cr:0;
p:(0.206376,0.480676),h:0,n:0,cr:0;
p:(0.222794,0.477486),h:0,n:0,cr:0;
p:(0.193604,0.485544),h:0,n:0,cr:0;
p:(0.231435,0.464378),h:0,n:0,cr:0;
p:(0.233929,0.474451),h:0,n:0,cr:0;
p:(0.23021,0.485274),h:0,n:0,cr:0;
p:(0.242402,0.467142),h:0,n:0,cr:0;
p:(0.241182,0.44926),h:0,n:0,cr:0;
p:(0.230516,0.507442),h:0,n:0,cr:0;
p:(0.258032,0.471931),h:0,n:0,cr:0;
p:(0.238622,0.506672),h:0,n:0,cr:0;
p:(0.263169,0.449021),h:0,n:0,cr:0;
p:(0.240646,0.510505),h:0,n:0,cr:0;
p:(0.25975,0.43067),h:0,n:0,cr:0;
p:(0.260249,0.430998),h:0,n:0,cr:0;
p:(0.240528,0.517403),h:0,n:0,cr:0;
p:(0.260555,0.497288),h:0,n:0,cr:0;
p:(0.27185,0.467184),h:0,n:0,cr:0;
p:(0.253565,0.513678),h:0,n:0,cr:0;
p:(0.276073,0.463226),h:0,n:0,cr:0;
p:(0.248723,0.520889),h:0,n:0,cr:0;
p:(0.280602,0.475148),h:0,n:0,cr:0;
p:(0.281106,0.478227),h:0,n:0,cr:0;
p:(0.283766,0.467497),h:0,n:0,cr:0;
p:(0.28049,0.49066),h:0,n:0,cr:0;
p:(0.279991,0.432057),h:0,n:0,cr:0;
p:(0.285943,0.468659),h:0,n:0,cr:0;
p:(0.272835,0.508012),h:0,n:0,cr:0;
p:(0.275902,0.503691),h:0,n:0,cr:0;
p:(0.2785,0.499201),h:0,n:0,cr:0;
p:(0.284138,0.437046),h:0,n:0,cr:0;
p:(0.278093,0.501946),h:0,n:0,cr:0;
p:(0.289528,0.457103),h:0,n:0,cr:0;
p:(0.290376,0.476809),h:0,n:0,cr:0;
p:(0.271585,0.524056),h:0,n:0,cr:0;
p:(0.296329,0.468614),h:0,n:0,cr:0;
p:(0.296412,0.449458),h:0,n:0,cr:0;
p:(0.287662,0.418781),h:0,n:0,cr:0;
p:(0.281057,0.516869),h:0,n:0,cr:0;
p:(0.281392,0.518635),h:0,n:0,cr:0;
p:(0.274344,0.528627),h:0,n:0,cr:0;
p:(0.287025,0.512148),h:0,n:0,cr:0;
p:(0.295089,0.426182),h:0,n:0,cr:0;
p:(0.289084,0.512155),h:0,n:0,cr:0;
p:(0.294135,0.417265),h:0,n:0,cr:0;
p:(0.30235,0.438863),h:0,n:0,cr:0;
p:(0.269166,0.384187),h:0,n:0,cr:0;
p:(0.283274,0.526803),h:0,n:0,cr:0;
p:(0.30775,0.463057),h:0,n:0,cr:0;
p:(0.282993,0.533216),h:0,n:0,cr:0;
p:(0.310758,0.484883),h:0,n:0,cr:0;
p:(0.313963,0.458801),h:0,n:0,cr:0;
p:(0.275074,0.377929),h:0,n:0,cr:0;
p:(0.294133,0.394853),h:0,n:0,cr:0;
p:(0.288662,0.539985),h:0,n:0,cr:0;
p:(0.316444,0.491638),h:0,n:0,cr:0;
p:(0.267751,0.365778),h:0,n:0,cr:0;
p:(0.274194,0.366654),h:0,n:0,cr:0;
p:(0.326897,0.443679),h:0,n:0,cr:0;
p:(0.325442,0.431962),h:0,n:0,cr:0;
p:(0.265995,0.351968),h:0,n:0,cr:0;
p:(0.316507,0.52315),h:0,n:0,cr:0;
p:(0.322023,0.512315),h:0,n:0,cr:0;
p:(0.319826,0.403334),h:0,n:0,cr:0;
p:(0.335662,0.467514),h:0,n:0,cr:0;
p:(0.332312,0.431195),h:0,n:0,cr:0;
p:(0.332365,0.431112),h:0,n:0,cr:0;
p:(0.306986,0.378723),h:0,n:0,cr:0;
p:(0.311208,0.5409),h:0,n:0,cr:0;
p:(0.274968,0.348669),h:0,n:0,cr:0;
p:(0.312649,0.543741),h:0,n:0,cr:0;
p:(0.272972,0.345697),h:0,n:0,cr:0;
p:(0.329278,0.409239),h:0,n:0,cr:0;
p:(0.336144,0.495309),h:0,n:0,cr:0;
p:(0.321711,0.393087),h:0,n:0,cr:0;
p:(0.323954,0.394453),h:0,n:0,cr:0;
p:(0.271567,0.341442),h:0,n:0,cr:0;
p:(0.334118,0.513098),h:0,n:0,cr:0;
p:(0.343734,0.456896),h:0,n:0,cr:0;
p:(0.31623,0.546274),h:0,n:0,cr:0;
p:(0.313049,0.550517),h:0,n:0,cr:0;
p:(0.326441,0.39297),h:0,n:0,cr:0;
p:(0.284181,0.347012),h:0,n:0,cr:0;
p:(0.28152,0.343947),h:0,n:0,cr:0;
p:(0.334296,0.406035),h:0,n:0,cr:0;
p:(0.293251,0.351335),h:0,n:0,cr:0;
p:(0.338789,0.514401),h:0,n:0,cr:0;
p:(0.329448,0.388611),h:0,n:0,cr:0;
p:(0.342059,0.516812),h:0,n:0,cr:0;
p:(0.327076,0.54579),h:0,n:0,cr:0;
p:(0.295861,0.343208),h:0,n:0,cr:0;
p:(0.355503,0.426647),h:0,n:0,cr:0;
p:(0.356287,0.49593),h:0,n:0,cr:0;
p:(0.35982,0.455476),h:0,n:0,cr:0;
p:(0.36072,0.468655),h:0,n:0,cr:0;
p:(0.36057,0.496971),h:0,n:0,cr:0;
p:(0.352432,0.399342),h:0,n:0,cr:0;
p:(0.324736,0.354259),h:0,n:0,cr:0;
p:(0.368182,0.471431),h:0,n:0,cr:0;
p:(0.348136,0.542134),h:0,n:0,cr:0;
p:(0.344811,0.54904),h:0,n:0,cr:0;
p:(0.370654,0.456733),h:0,n:0,cr:0;
p:(0.365323,0.507313),h:0,n:0,cr:0;
p:(0.361669,0.520981),h:0,n:0,cr:0;
p:(0.346394,0.553232),h:0,n:0,cr:0;
p:(0.363239,0.528297),h:0,n:0,cr:0;
p:(0.380106,0.49979),h:0,n:0,cr:0;
p:(0.38468,0.527226),h:0,n:0,cr:0;
p:(0.885877,0.0797083),h:0,n:0,cr:0;
p:(0.893038,0.0858909),h:0,n:0,cr:0;
p:(0.890659,0.0629722),h:0,n:0,cr:0;
p:(0.882031,0.0625025),h:0,n:0,cr:0;
p:(0.874924,0.0625187),h:0,n:0,cr:0;
p:(0.904172,0.0909958),h:0,n:0,cr:0;
p:(0.892539,0.0584988),h:0,n:0,cr:0;
p:(0.895331,0.055658),h:0,n:0,cr:0;
p:(0.912346,0.090859),h:0,n:0,cr:0;
p:(0.883412,0.0506096),h:0,n:0,cr:0;
p:(0.888903,0.050281),h:0,n:0,cr:0;
p:(0.909159,0.0601644),h:0,n:0,cr:0;
p:(0.919661,0.0941156),h:0,n:0,cr:0;
p:(0.89309,0.0435265),h:0,n:0,cr:0;
p:(0.913981,0.0548378),h:0,n:0,cr:0;
p:(0.887072,0.0409817),h:0,n:0,cr:0;
p:(0.904861,0.0456333),h:0,n:0,cr:0;
p:(0.873897,0.0403274),h:0,n:0,cr:0;
p:(0.922563,0.0569348),h:0,n:0,cr:0;
p:(0.867414,0.0381095),h:0,n:0,cr:0;
p:(0.937066,0.0823798),h:0,n:0,cr:0;
p:(0.867177,0.0314698),h:0,n:0,cr:0;
p:(0.890397,0.0281031),h:0,n:0,cr:0;
p:(0.938594,0.0885638),h:0,n:0,cr:0;
p:(0.859843,0.0328649),h:0,n:0,cr:0;
p:(0.910557,0.0320041),h:0,n:0,cr:0;
p:(0.867895,0.0281013),h:0,n:0,cr:0;
p:(0.940997,0.0959095),h:0,n:0,cr:0;
p:(0.895865,0.0229936),h:0,n:0,cr:0;
p:(0.94493,0.0651261),h:0,n:0,cr:0;
p:(0.87118,0.0197854),h:0,n:0,cr:0;
p:(0.938114,0.0439586),h:0,n:0,cr:0;
p:(0.954384,0.0787981),h:0,n:0,cr:0;
p:(0.948914,0.0523816),h:0,n:0,cr:0;
p:(0.910029,0.0151745),h:0,n:0,cr:0;
p:(0.951323,0.102647),h:0,n:0,cr:0;
p:(0.929035,0.0253098),h:0,n:0,cr:0;
p:(0.934937,0.0302512),h:0,n:0,cr:0;
p:(0.883259,0.00575271),h:0,n:0,cr:0;
p:(0.903747,0.00786593),h:0,n:0,cr:0;
p:(0.961049,0.0451346),h:0,n:0,cr:0;
p:(0.954858,0.0338492),h:0,n:0,cr:0;
p:(0.945669,0.0192697),h:0,n:0,cr:0;
p:(0.971963,0.0525526),h:0,n:0,cr:0;
p:(0.947026,0.0126133),h:0,n:0,cr:0;
p:(0.94558,0.0102226),h:0,n:0,cr:0;
p:(0.956008,0.0201323),h:0,n:0,cr:0;
p:(0.979718,0.0620211),h:0,n:0,cr:0;
p:(0.958665,0.0164961),h:0,n:0,cr:0;
p:(0.981866,0.0621176),h:0,n:0,cr:0;
p:(0.954076,0.00973547),h:0,n:0,cr:0;
p:(0.976558,0.0355103),h:0,n:0,cr:0;
p:(0.961272,0.00214023),h:0,n:0,cr:0;
p:(0.969141,0.00785817),h:0,n:0,cr:0;
p:(0.98912,0.0277682),h:0,n:0,cr:0;
p:(0.993625,0.00192084),h:0,n:0,cr:0;
p:(0.438664,0.400241),h:0,n:0,cr:0;
p:(0.417443,0.370078),h:0,n:0,cr:0;
p:(0.409728,0.359958),h:0,n:0,cr:0;
p:(0.395308,0.34821),h:0,n:0,cr:0;
p:(0.414163,0.382711),h:0,n:0,cr:0;
p:(0.420504,0.393187),h:0,n:0,cr:0;
p:(0.396686,0.369201),h:0,n:0,cr:0;
p:(0.390401,0.366034),h:0,n:0,cr:0;
p:(0.396256,0.383649),h:0,n:0,cr:0;
p:(0.4221,0.421872),h:0,n:0,cr:0;
p:(0.384107,0.373799),h:0,n:0,cr:0;
p:(0.368914,0.347302),h:0,n:0,cr:0;
p:(0.37972,0.368421),h:0,n:0,cr:0;
p:(0.367136,0.347474),h:0,n:0,cr:0;
p:(0.37584,0.364657),h:0,n:0,cr:0;
p:(0.406316,0.415804),h:0,n:0,cr:0;
p:(0.41703,0.431858),h:0,n:0,cr:0;
p:(0.366179,0.355612),h:0,n:0,cr:0;
p:(0.37476,0.371733),h:0,n:0,cr:0;
p:(0.41453,0.434252),h:0,n:0,cr:0;
p:(0.399434,0.415126),h:0,n:0,cr:0;
p:(0.394565,0.412042),h:0,n:0,cr:0;
p:(0.383266,0.395294),h:0,n:0,cr:0;
p:(0.364182,0.365595),h:0,n:0,cr:0;
