p:(0.460652,0.471639),h:3,n:3,cr:0.744007;
p:(0.150777,0.632346),h:0,n:0,cr:0;
p:(0.183292,0.617647),h:0,n:0,cr:0;
p:(0.215234,0.608727),h:0,n:0,cr:0;
p:(0.21549,0.628612),h:0,n:0,cr:0;
p:(0.166022,0.614811),h:0,n:0,cr:0;
p:(0.207992,0.61096),h:0,n:0,cr:0;
p:(0.169765,0.640788),h:0,n:0,cr:0;
p:(0.167223,0.611444),h:0,n:0,cr:0;
p:(0.194548,0.633432),h:0,n:0,cr:0;
p:(0.193728,0.634043),h:0,n:0,cr:0;
p:(0.200191,0.601046),h:0,n:0,cr:0;
p:(0.1504,0.57627),h:0,n:0,cr:0;
p:(0.154559,0.598182),h:0,n:0,cr:0;
p:(0.202413,0.665773),h:0,n:0,cr:0;
p:(0.154242,0.598087),h:0,n:0,cr:0;
p:(0.146074,0.621527),h:0,n:0,cr:0;
p:(0.197092,0.642542),h:0,n:0,cr:0;
p:(0.200679,0.631061),h:0,n:0,cr:0;
p:(0.196488,0.645216),h:0,n:0,cr:0;
p:(0.208659,0.594797),h:0,n:0,cr:0;
p:(0.201746,0.645699),h:0,n:0,cr:0;
p:(0.231967,0.706238),h:0,n:0,cr:0;
p:(0.198827,0.60828),h:0,n:0,cr:0;
p:(0.192992,0.653634),h:0,n:0,cr:0;
p:(0.202049,0.640075),h:0,n:0,cr:0;
p:(0.223629,0.674029),h:0,n:0,cr:0;
p:(0.176699,0.59987),h:0,n:0,cr:0;
p:(0.181679,0.686631),h:0,n:0,cr:0;
p:(0.136956,0.659878),h:0,n:0,cr:0;
p:(0.144482,0.637054),h:0,n:0,cr:0;
p:(0.161133,0.7194),h:0,n:0,cr:0;
p:(0.151025,0.703121),h:0,n:0,cr:0;
p:(0.136975,0.717508),h:0,n:0,cr:0;
p:(0.160248,0.689566),h:0,n:0,cr:0;
p:(0.144084,0.72196),h:0,n:0,cr:0;
p:(0.17555,0.699738),h:0,n:0,cr:0;
p:(0.150848,0.723225),h:0,n:0,cr:0;
p:(0.148384,0.727209),h:0,n:0,cr:0;
p:(0.175803,0.714563),h:0,n:0,cr:0;
p:(0.167532,0.672351),h:0,n:0,cr:0;
p:(0.141068,0.666369),h:0,n:0,cr:0;
p:(0.165943,0.71893),h:0,n:0,cr:0;
p:(0.135741,0.60786),h:0,n:0,cr:0;
p:(0.166614,0.678101),h:0,n:0,cr:0;
p:(0.152215,0.681264),h:0,n:0,cr:0;
p:(0.176071,0.696865),h:0,n:0,cr:0;
p:(0.125673,0.639798),h:0,n:0,cr:0;
p:(0.197609,0.718343),h:0,n:0,cr:0;
p:(0.141215,0.700622),h:0,n:0,cr:0;
p:(0.145214,0.72456),h:0,n:0,cr:0;
p:(0.160286,0.658919),h:0,n:0,cr:0;
p:(0.135368,0.637165),h:0,n:0,cr:0;
p:(0.136538,0.634055),h:0,n:0,cr:0;
p:(0.155433,0.715677),h:0,n:0,cr:0;
p:(0.148974,0.682082),h:0,n:0,cr:0;
p:(0.129612,0.664026),h:0,n:0,cr:0;
p:(0.132877,0.671866),h:0,n:0,cr:0;
p:(0.157505,0.652186),h:0,n:0,cr:0;
p:(0.15963,0.692427),h:0,n:0,cr:0;
p:(0.15626,0.718375),h:0,n:0,cr:0;
p:(0.187331,0.704252),h:0,n:0,cr:0;
p:(0.16422,0.707665),h:0,n:0,cr:0;
p:(0.156772,0.717843),h:0,n:0,cr:0;
p:(0.155764,0.689696),h:0,n:0,cr:0;
p:(0.153031,0.687781),h:0,n:0,cr:0;
p:(0.121143,0.685786),h:0,n:0,cr:0;
p:(0.107848,0.647207),h:0,n:0,cr:0;
p:(0.109733,0.674605),h:0,n:0,cr:0;
p:(0.109337,0.697741),h:0,n:0,cr:0;
p:(0.089609,0.687546),h:0,n:0,cr:0;
p:(0.120834,0.688576),h:0,n:0,cr:0;
p:(0.107517,0.655914),h:0,n:0,cr:0;
p:(0.115571,0.722097),h:0,n:0,cr:0;
p:(0.130842,0.70576),h:0,n:0,cr:0;
p:(0.0716397,0.674919),h:0,n:0,cr:0;
p:(0.101812,0.67498),h:0,n:0,cr:0;
p:(0.0986827,0.689768),h:0,n:0,cr:0;
p:(0.102306,0.736382),h:0,n:0,cr:0;
p:(0.0898948,0.693007),h:0,n:0,cr:0;
p:(0.0934087,0.693017),h:0,n:0,cr:0;
p:(0.126318,0.729517),h:0,n:0,cr:0;
p:(0.111803,0.68972),h:0,n:0,cr:0;
p:(0.110419,0.682129),h:0,n:0,cr:0;
p:(0.112583,0.657366),h:0,n:0,cr:0;
p:(0.114345,0.624338),h:0,n:0,cr:0;
p:(0.09738,0.635846),h:0,n:0,cr:0;
p:(0.0942665,0.662561),h:0,n:0,cr:0;
p:(0.0841368,0.681626),h:0,n:0,cr:0;
p:(0.113248,0.678695),h:0,n:0,cr:0;
p:(0.0959277,0.699951),h:0,n:0,cr:0;
p:(0.111704,0.658322),h:0,n:0,cr:0;
p:(0.10223,0.670302),h:0,n:0,cr:0;
p:(0.106964,0.632968),h:0,n:0,cr:0;
p:(0.112938,0.710495),h:0,n:0,cr:0;
p:(0.0998976,0.713641),h:0,n:0,cr:0;
p:(0.118697,0.712248),h:0,n:0,cr:0;
p:(0.104438,0.634451),h:0,n:0,cr:0;
p:(0.0922169,0.725968),h:0,n:0,cr:0;
p:(0.0884986,0.639438),h:0,n:0,cr:0;
p:(0.131673,0.732318),h:0,n:0,cr:0;
p:(0.114456,0.650313),h:0,n:0,cr:0;
p:(0.1161,0.645066),h:0,n:0,cr:0;
p:(0.0869502,0.700938),h:0,n:0,cr:0;
p:(0.0953331,0.652278),h:0,n:0,cr:0;
p:(0.0933182,0.670231),h:0,n:0,cr:0;
p:(0.101847,0.731811),h:0,n:0,cr:0;
p:(0.125757,0.682833),h:0,n:0,cr:0;
p:(0.13219,0.713168),h:0,n:0,cr:0;
p:(0.0638026,0.656509),h:0,n:0,cr:0;
p:(0.0812354,0.691829),h:0,n:0,cr:0;
p:(0.0892884,0.692262),h:0,n:0,cr:0;
p:(0.110077,0.71854),h:0,n:0,cr:0;
p:(0.116278,0.663191),h:0,n:0,cr:0;
p:(0.112222,0.636867),h:0,n:0,cr:0;
p:(0.090677,0.634949),h:0,n:0,cr:0;
p:(0.120514,0.630849),h:0,n:0,cr:0;
p:(0.121436,0.687342),h:0,n:0,cr:0;
p:(0.0899855,0.700805),h:0,n:0,cr:0;
p:(0.109167,0.730006),h:0,n:0,cr:0;
p:(0.110633,0.619232),h:0,n:0,cr:0;
p:(0.0905059,0.704911),h:0,n:0,cr:0;
p:(0.103986,0.666504),h:0,n:0,cr:0;
p:(0.0635606,0.685722),h:0,n:0,cr:0;
p:(0.00543489,0.649787),h:0,n:0,cr:0;
p:(0.0179977,0.650066),h:0,n:0,cr:0;
p:(0.00262258,0.687294),h:0,n:0,cr:0;
p:(0.0592977,0.723838),h:0,n:0,cr:0;
p:(0.0249018,0.650757),h:0,n:0,cr:0;
p:(0.0650635,0.68431),h:0,n:0,cr:0;
p:(0.0454541,0.71232),h:0,n:0,cr:0;
p:(0.0546747,0.685173),h:0,n:0,cr:0;
p:(0.0536133,0.663091),h:0,n:0,cr:0;
p:(0.000824207,0.670766),h:0,n:0,cr:0;
p:(0.0397475,0.695535),h:0,n:0,cr:0;
p:(0.00236773,0.681625),h:0,n:0,cr:0;
p:(0.017788,0.621472),h:0,n:0,cr:0;
p:(0.0105039,0.682742),h:0,n:0,cr:0;
p:(0.0748388,0.71364),h:0,n:0,cr:0;
p:(0.0209929,0.635965),h:0,n:0,cr:0;
p:(0.0648805,0.681899),h:0,n:0,cr:0;
p:(0.0135191,0.62819),h:0,n:0,cr:0;
p:(0.0854896,0.733353),h:0,n:0,cr:0;
p:(0.0578614,0.683591),h:0,n:0,cr:0;
p:(0.0380362,0.657171),h:0,n:0,cr:0;
p:(0.0512878,0.650771),h:0,n:0,cr:0;
p:(0.0418717,0.686776),h:0,n:0,cr:0;
p:(0.00381478,0.682743),h:0,n:0,cr:0;
p:(0.0516077,0.663438),h:0,n:0,cr:0;
p:(0.0729553,0.692779),h:0,n:0,cr:0;
p:(0.0429784,0.612745),h:0,n:0,cr:0;
p:(0.05699,0.686518),h:0,n:0,cr:0;
p:(0.0288606,0.640028),h:0,n:0,cr:0;
p:(0.0319279,0.635262),h:0,n:0,cr:0;
p:(0.0829829,0.712994),h:0,n:0,cr:0;
p:(0.0452778,0.666058),h:0,n:0,cr:0;
p:(0.0362849,0.709182),h:0,n:0,cr:0;
p:(0.0254502,0.652511),h:0,n:0,cr:0;
p:(0.0412676,0.670327),h:0,n:0,cr:0;
p:(0.0457608,0.701464),h:0,n:0,cr:0;
p:(0.0612611,0.679569),h:0,n:0,cr:0;
p:(0.0555613,0.717497),h:0,n:0,cr:0;
p:(0.00654862,0.621324),h:0,n:0,cr:0;
p:(0.0354209,0.747803),h:0,n:0,cr:0;
p:(0.0174566,0.717597),h:0,n:0,cr:0;
p:(0.0141502,0.748942),h:0,n:0,cr:0;
p:(0.0888636,0.744732),h:0,n:0,cr:0;
p:(0.0523992,0.756846),h:0,n:0,cr:0;
p:(0.00328197,0.716548),h:0,n:0,cr:0;
p:(0.0529265,0.755033),h:0,n:0,cr:0;
p:(0.0699601,0.742097),h:0,n:0,cr:0;
p:(0.00305258,0.706575),h:0,n:0,cr:0;
p:(0.0896395,0.750772),h:0,n:0,cr:0;
p:(0.0654244,0.737075),h:0,n:0,cr:0;
p:(0.037185,0.753552),h:0,n:0,cr:0;
p:(0.0841583,0.759351),h:0,n:0,cr:0;
p:(0.0358152,0.73195),h:0,n:0,cr:0;
p:(0.0680296,0.762912),h:0,n:0,cr:0;
p:(0.032048,0.740733),h:0,n:0,cr:0;
p:(0.0900882,0.746321),h:0,n:0,cr:0;
p:(0.0912713,0.760313),h:0,n:0,cr:0;
p:(0.0275116,0.728679),h:0,n:0,cr:0;
p:(0.0146438,0.723734),h:0,n:0,cr:0;
p:(0.000856793,0.713324),h:0,n:0,cr:0;
p:(0.0385024,0.725028),h:0,n:0,cr:0;
p:(0.0679053,0.737314),h:0,n:0,cr:0;
p:(0.0555568,0.760587),h:0,n:0,cr:0;
p:(0.0605962,0.730446),h:0,n:0,cr:0;
p:(0.00148724,0.742163),h:0,n:0,cr:0;
p:(0.00811888,0.730313),h:0,n:0,cr:0;
p:(0.00339806,0.714056),h:0,n:0,cr:0;
p:(0.0125903,0.712111),h:0,n:0,cr:0;
p:(0.0562432,0.756266),h:0,n:0,cr:0;
p:(0.000887994,0.7395),h:0,n:0,cr:0;
p:(0.0461481,0.747132),h:0,n:0,cr:0;
p:(0.036741,0.755349),h:0,n:0,cr:0;
p:(0.0703137,0.733492),h:0,n:0,cr:0;
p:(0.0130276,0.746587),h:0,n:0,cr:0;
p:(0.0482583,0.7396),h:0,n:0,cr:0;
p:(0.00599016,0.707311),h:0,n:0,cr:0;
p:(0.243528,0.0245755),h:0,n:0,cr:0;
p:(0.212645,0.0374063),h:0,n:0,cr:0;
p:(0.214797,0.00323105),h:0,n:0,cr:0;
p:(0.233944,0.0494732),h:0,n:0,cr:0;
p:(0.225375,0.015051),h:0,n:0,cr:0;
p:(0.240597,0.0770289),h:0,n:0,cr:0;
p:(0.205424,0.0517661),h:0,n:0,cr:0;
p:(0.233557,0.073749),h:0,n:0,cr:0;
p:(0.198887,0.0117881),h:0,n:0,cr:0;
p:(0.209278,0.0341828),h:0,n:0,cr:0;
p:(0.242973,0.00857304),h:0,n:0,cr:0;
p:(0.207217,0.00907761),h:0,n:0,cr:0;
p:(0.191871,0.0832669),h:0,n:0,cr:0;
p:(0.191929,0.0512168),h:0,n:0,cr:0;
p:(0.236333,0.0702509),h:0,n:0,cr:0;
p:(0.229079,0.0620097),h:0,n:0,cr:0;
p:(0.225736,0.0791234),h:0,n:0,cr:0;
p:(0.20665,0.0240662),h:0,n:0,cr:0;
p:(0.251231,0.0471742),h:0,n:0,cr:0;
p:(0.241589,0.0674892),h:0,n:0,cr:0;
p:(0.230368,0.0312695),h:0,n:0,cr:0;
p:(0.224827,0.027843),h:0,n:0,cr:0;
p:(0.214592,0.0936982),h:0,n:0,cr:0;
p:(0.208111,0.00510916),h:0,n:0,cr:0;
p:(0.198798,0.029767),h:0,n:0,cr:0;
p:(0.217337,0.0811446),h:0,n:0,cr:0;
p:(0.194291,0.0570952),h:0,n:0,cr:0;
p:(0.222246,0.086315),h:0,n:0,cr:0;
p:(0.205799,0.0610999),h:0,n:0,cr:0;
p:(0.1987,0.082417),h:0,n:0,cr:0;
p:(0.253031,0.0344416),h:0,n:0,cr:0;
p:(0.238237,0.0224378),h:0,n:0,cr:0;
p:(0.185396,0.038868),h:0,n:0,cr:0;
p:(0.23697,0.0723337),h:0,n:0,cr:0;
p:(0.184755,0.050408),h:0,n:0,cr:0;
p:(0.21573,0.0128433),h:0,n:0,cr:0;
p:(0.190845,0.0384147),h:0,n:0,cr:0;
p:(0.248559,0.0216005),h:0,n:0,cr:0;
p:(0.225158,0.0477927),h:0,n:0,cr:0;
p:(0.21755,0.0723796),h:0,n:0,cr:0;
p:(0.225916,0.0259147),h:0,n:0,cr:0;
p:(0.331846,0.402379),h:0,n:0,cr:0;
p:(0.343959,0.359942),h:0,n:0,cr:0;
p:(0.313187,0.395684),h:0,n:0,cr:0;
p:(0.325177,0.334016),h:0,n:0,cr:0;
p:(0.322695,0.381603),h:0,n:0,cr:0;
p:(0.269239,0.321982),h:0,n:0,cr:0;
p:(0.288957,0.350207),h:0,n:0,cr:0;
p:(0.264793,0.317548),h:0,n:0,cr:0;
p:(0.290799,0.294901),h:0,n:0,cr:0;
p:(0.267249,0.321734),h:0,n:0,cr:0;
p:(0.337208,0.386026),h:0,n:0,cr:0;
p:(0.31354,0.383805),h:0,n:0,cr:0;
p:(0.30601,0.349026),h:0,n:0,cr:0;
p:(0.358327,0.353584),h:0,n:0,cr:0;
p:(0.361993,0.342237),h:0,n:0,cr:0;
p:(0.285645,0.313588),h:0,n:0,cr:0;
p:(0.335635,0.402029),h:0,n:0,cr:0;
p:(0.280047,0.313896),h:0,n:0,cr:0;
p:(0.335143,0.392188),h:0,n:0,cr:0;
p:(0.297136,0.355587),h:0,n:0,cr:0;
p:(0.285511,0.31311),h:0,n:0,cr:0;
p:(0.281701,0.334425),h:0,n:0,cr:0;
p:(0.336598,0.368081),h:0,n:0,cr:0;
p:(0.270687,0.317897),h:0,n:0,cr:0;
p:(0.314777,0.397135),h:0,n:0,cr:0;
p:(0.321187,0.320308),h:0,n:0,cr:0;
p:(0.329085,0.37256),h:0,n:0,cr:0;
p:(0.323102,0.39664),h:0,n:0,cr:0;
p:(0.334926,0.388594),h:0,n:0,cr:0;
p:(0.301201,0.351202),h:0,n:0,cr:0;
p:(0.271831,0.312139),h:0,n:0,cr:0;
p:(0.294408,0.30144),h:0,n:0,cr:0;
p:(0.359599,0.356245),h:0,n:0,cr:0;
p:(0.322798,0.32784),h:0,n:0,cr:0;
p:(0.353756,0.381875),h:0,n:0,cr:0;
p:(0.297892,0.377229),h:0,n:0,cr:0;
p:(0.328728,0.403674),h:0,n:0,cr:0;
p:(0.288203,0.322183),h:0,n:0,cr:0;
p:(0.355942,0.362068),h:0,n:0,cr:0;
p:(0.295831,0.356044),h:0,n:0,cr:0;
p:(0.298014,0.311117),h:0,n:0,cr:0;
p:(0.323648,0.340424),h:0,n:0,cr:0;
p:(0.30023,0.319069),h:0,n:0,cr:0;
p:(0.307612,0.378841),h:0,n:0,cr:0;
p:(0.313238,0.337339),h:0,n:0,cr:0;
p:(0.292883,0.326947),h:0,n:0,cr:0;
p:(0.347116,0.184622),h:0,n:0,cr:0;
p:(0.329642,0.189751),h:0,n:0,cr:0;
p:(0.308157,0.221009),h:0,n:0,cr:0;
p:(0.373556,0.199003),h:0,n:0,cr:0;
p:(0.292432,0.224415),h:0,n:0,cr:0;
p:(0.338426,0.171385),h:0,n:0,cr:0;
p:(0.320913,0.190303),h:0,n:0,cr:0;
p:(0.366516,0.213991),h:0,n:0,cr:0;
p:(0.385717,0.231855),h:0,n:0,cr:0;
p:(0.323079,0.189509),h:0,n:0,cr:0;
p:(0.361762,0.139488),h:0,n:0,cr:0;
p:(0.304373,0.223859),h:0,n:0,cr:0;
p:(0.356942,0.233197),h:0,n:0,cr:0;
p:(0.334176,0.172645),h:0,n:0,cr:0;
p:(0.331937,0.192042),h:0,n:0,cr:0;
p:(0.300475,0.225705),h:0,n:0,cr:0;
p:(0.297372,0.219655),h:0,n:0,cr:0;
p:(0.380617,0.209607),h:0,n:0,cr:0;
p:(0.301341,0.216642),h:0,n:0,cr:0;
p:(0.344302,0.213483),h:0,n:0,cr:0;
p:(0.342337,0.155497),h:0,n:0,cr:0;
p:(0.39282,0.230449),h:0,n:0,cr:0;
p:(0.374126,0.226915),h:0,n:0,cr:0;
p:(0.350267,0.200929),h:0,n:0,cr:0;
p:(0.364311,0.225451),h:0,n:0,cr:0;
p:(0.377658,0.178222),h:0,n:0,cr:0;
p:(0.345906,0.154034),h:0,n:0,cr:0;
p:(0.361896,0.188872),h:0,n:0,cr:0;
p:(0.348937,0.150648),h:0,n:0,cr:0;
p:(0.326009,0.172765),h:0,n:0,cr:0;
p:(0.341994,0.2004),h:0,n:0,cr:0;
p:(0.29899,0.212245),h:0,n:0,cr:0;
p:(0.357459,0.223365),h:0,n:0,cr:0;
p:(0.355029,0.150178),h:0,n:0,cr:0;
p:(0.340538,0.16072),h:0,n:0,cr:0;
p:(0.37225,0.195482),h:0,n:0,cr:0;
p:(0.366993,0.167227),h:0,n:0,cr:0;
p:(0.344139,0.201588),h:0,n:0,cr:0;
p:(0.376723,0.185331),h:0,n:0,cr:0;
p:(0.29416,0.232262),h:0,n:0,cr:0;
p:(0.328777,0.231428),h:0,n:0,cr:0;
p:(0.363598,0.28827),h:0,n:0,cr:0;
p:(0.305239,0.26157),h:0,n:0,cr:0;
p:(0.274897,0.239321),h:0,n:0,cr:0;
p:(0.302225,0.283138),h:0,n:0,cr:0;
p:(0.314054,0.297849),h:0,n:0,cr:0;
p:(0.361881,0.307496),h:0,n:0,cr:0;
p:(0.335712,0.235453),h:0,n:0,cr:0;
p:(0.302601,0.244425),h:0,n:0,cr:0;
p:(0.333857,0.240195),h:0,n:0,cr:0;
p:(0.345501,0.298248),h:0,n:0,cr:0;
p:(0.333593,0.291569),h:0,n:0,cr:0;
p:(0.33688,0.253167),h:0,n:0,cr:0;
p:(0.303254,0.278446),h:0,n:0,cr:0;
p:(0.298355,0.252346),h:0,n:0,cr:0;
p:(0.317323,0.25542),h:0,n:0,cr:0;
p:(0.342698,0.289369),h:0,n:0,cr:0;
p:(0.318528,0.267197),h:0,n:0,cr:0;
p:(0.318845,0.243385),h:0,n:0,cr:0;
p:(0.34303,0.323255),h:0,n:0,cr:0;
p:(0.293104,0.256248),h:0,n:0,cr:0;
p:(0.302448,0.278961),h:0,n:0,cr:0;
p:(0.309226,0.302792),h:0,n:0,cr:0;
p:(0.348002,0.305313),h:0,n:0,cr:0;
p:(0.34853,0.300826),h:0,n:0,cr:0;
p:(0.349261,0.253827),h:0,n:0,cr:0;
p:(0.28612,0.254611),h:0,n:0,cr:0;
p:(0.355624,0.323859),h:0,n:0,cr:0;
p:(0.352424,0.269765),h:0,n:0,cr:0;
p:(0.321133,0.304561),h:0,n:0,cr:0;
p:(0.344305,0.303233),h:0,n:0,cr:0;
p:(0.285179,0.250362),h:0,n:0,cr:0;
p:(0.333445,0.279946),h:0,n:0,cr:0;
p:(0.359747,0.334301),h:0,n:0,cr:0;
p:(0.331047,0.313258),h:0,n:0,cr:0;
p:(0.333541,0.255119),h:0,n:0,cr:0;
p:(0.30086,0.291112),h:0,n:0,cr:0;
p:(0.312722,0.291803),h:0,n:0,cr:0;
p:(0.336967,0.307777),h:0,n:0,cr:0;
p:(0.347746,0.306245),h:0,n:0,cr:0;
p:(0.325486,0.292493),h:0,n:0,cr:0;
p:(0.352392,0.268165),h:0,n:0,cr:0;
p:(0.346904,0.292955),h:0,n:0,cr:0;
p:(0.316348,0.273368),h:0,n:0,cr:0;
p:(0.334468,0.307236),h:0,n:0,cr:0;
p:(0.360745,0.3234),h:0,n:0,cr:0;
p:(0.364349,0.313952),h:0,n:0,cr:0;
p:(0.315259,0.275748),h:0,n:0,cr:0;
p:(0.333837,0.297187),h:0,n:0,cr:0;
p:(0.292448,0.275401),h:0,n:0,cr:0;
p:(0.32539,0.287046),h:0,n:0,cr:0;
p:(0.319849,0.271417),h:0,n:0,cr:0;
p:(0.294799,0.289894),h:0,n:0,cr:0;
p:(0.331768,0.267126),h:0,n:0,cr:0;
p:(0.349533,0.307921),h:0,n:0,cr:0;
p:(0.35342,0.296741),h:0,n:0,cr:0;
p:(0.302044,0.291312),h:0,n:0,cr:0;
p:(0.325412,0.262249),h:0,n:0,cr:0;
p:(0.351825,0.259833),h:0,n:0,cr:0;
p:(0.332051,0.30775),h:0,n:0,cr:0;
p:(0.320821,0.300766),h:0,n:0,cr:0;
p:(0.274072,0.249516),h:0,n:0,cr:0;
p:(0.332533,0.299807),h:0,n:0,cr:0;
p:(0.334391,0.237986),h:0,n:0,cr:0;
p:(0.329402,0.281513),h:0,n:0,cr:0;
p:(0.328149,0.292123),h:0,n:0,cr:0;
p:(0.349936,0.323088),h:0,n:0,cr:0;
p:(0.305984,0.251598),h:0,n:0,cr:0;
p:(0.32626,0.233572),h:0,n:0,cr:0;
p:(0.331502,0.295935),h:0,n:0,cr:0;
p:(0.353313,0.323731),h:0,n:0,cr:0;
p:(0.354103,0.326173),h:0,n:0,cr:0;
p:(0.394239,0.272189),h:0,n:0,cr:0;
p:(0.389888,0.299663),h:0,n:0,cr:0;
p:(0.368705,0.261656),h:0,n:0,cr:0;
p:(0.356698,0.253563),h:0,n:0,cr:0;
p:(0.360904,0.265848),h:0,n:0,cr:0;
p:(0.370913,0.257334),h:0,n:0,cr:0;
p:(0.355348,0.250687),h:0,n:0,cr:0;
p:(0.392574,0.297186),h:0,n:0,cr:0;
p:(0.37964,0.283592),h:0,n:0,cr:0;
p:(0.342703,0.238204),h:0,n:0,cr:0;
p:(0.376543,0.280926),h:0,n:0,cr:0;
p:(0.378396,0.275415),h:0,n:0,cr:0;
p:(0.366277,0.278296),h:0,n:0,cr:0;
p:(0.387724,0.267791),h:0,n:0,cr:0;
p:(0.388719,0.286988),h:0,n:0,cr:0;
p:(0.356097,0.250063),h:0,n:0,cr:0;
p:(0.394727,0.29227),h:0,n:0,cr:0;
p:(0.365447,0.271575),h:0,n:0,cr:0;
p:(0.404461,0.292743),h:0,n:0,cr:0;
p:(0.396471,0.280902),h:0,n:0,cr:0;
p:(0.382057,0.264983),h:0,n:0,cr:0;
p:(0.38441,0.257954),h:0,n:0,cr:0;
p:(0.42184,0.26003),h:0,n:0,cr:0;
p:(0.403238,0.253006),h:0,n:0,cr:0;
p:(0.420429,0.243745),h:0,n:0,cr:0;
p:(0.407788,0.238696),h:0,n:0,cr:0;
p:(0.402264,0.267302),h:0,n:0,cr:0;
p:(0.414721,0.282295),h:0,n:0,cr:0;
p:(0.410026,0.289197),h:0,n:0,cr:0;
p:(0.407122,0.250302),h:0,n:0,cr:0;
p:(0.396178,0.254609),h:0,n:0,cr:0;
p:(0.411515,0.244841),h:0,n:0,cr:0;
p:(0.439416,0.243829),h:0,n:0,cr:0;
p:(0.40305,0.239409),h:0,n:0,cr:0;
p:(0.391512,0.258536),h:0,n:0,cr:0;
p:(0.424592,0.266598),h:0,n:0,cr:0;
p:(0.411113,0.273273),h:0,n:0,cr:0;
p:(0.396167,0.273517),h:0,n:0,cr:0;
p:(0.389489,0.261638),h:0,n:0,cr:0;
p:(0.381888,0.0974906),h:0,n:0,cr:0;
p:(0.386299,0.140338),h:0,n:0,cr:0;
p:(0.426555,0.10339),h:0,n:0,cr:0;
p:(0.410011,0.104331),h:0,n:0,cr:0;
p:(0.403541,0.112988),h:0,n:0,cr:0;
p:(0.405089,0.0779371),h:0,n:0,cr:0;
p:(0.401886,0.0637327),h:0,n:0,cr:0;
p:(0.415526,0.114316),h:0,n:0,cr:0;
p:(0.405744,0.115414),h:0,n:0,cr:0;
p:(0.361119,0.0877818),h:0,n:0,cr:0;
p:(0.391405,0.0691378),h:0,n:0,cr:0;
p:(0.393777,0.133104),h:0,n:0,cr:0;
p:(0.393632,0.0721944),h:0,n:0,cr:0;
p:(0.396045,0.114265),h:0,n:0,cr:0;
p:(0.444344,0.109111),h:0,n:0,cr:0;
p:(0.428205,0.0843719),h:0,n:0,cr:0;
p:(0.408787,0.131244),h:0,n:0,cr:0;
p:(0.376572,0.126047),h:0,n:0,cr:0;
p:(0.365138,0.0882787),h:0,n:0,cr:0;
p:(0.405739,0.0814416),h:0,n:0,cr:0;
p:(0.438259,0.118217),h:0,n:0,cr:0;
p:(0.381668,0.108633),h:0,n:0,cr:0;
p:(0.431216,0.136396),h:0,n:0,cr:0;
p:(0.432081,0.115278),h:0,n:0,cr:0;
p:(0.422541,0.106038),h:0,n:0,cr:0;
p:(0.429827,0.122035),h:0,n:0,cr:0;
p:(0.427243,0.130624),h:0,n:0,cr:0;
p:(0.383921,0.0769535),h:0,n:0,cr:0;
p:(0.403914,0.0916457),h:0,n:0,cr:0;
p:(0.429983,0.147114),h:0,n:0,cr:0;
p:(0.436981,0.0920406),h:0,n:0,cr:0;
p:(0.364078,0.124068),h:0,n:0,cr:0;
p:(0.393325,0.10276),h:0,n:0,cr:0;
p:(0.3741,0.076091),h:0,n:0,cr:0;
p:(0.390361,0.0604896),h:0,n:0,cr:0;
p:(0.356663,0.0748412),h:0,n:0,cr:0;
p:(0.437076,0.127155),h:0,n:0,cr:0;
p:(0.43864,0.0824394),h:0,n:0,cr:0;
p:(0.421709,0.124206),h:0,n:0,cr:0;
p:(0.375831,0.0757335),h:0,n:0,cr:0;
p:(0.383865,0.0730939),h:0,n:0,cr:0;
p:(0.370711,0.0945689),h:0,n:0,cr:0;
p:(0.395375,0.137721),h:0,n:0,cr:0;
p:(0.386731,0.122415),h:0,n:0,cr:0;
p:(0.358395,0.0595592),h:0,n:0,cr:0;
p:(0.445861,0.103079),h:0,n:0,cr:0;
p:(0.357215,0.0923923),h:0,n:0,cr:0;
p:(0.375735,0.099921),h:0,n:0,cr:0;
p:(0.407583,0.110221),h:0,n:0,cr:0;
p:(0.401156,0.0966562),h:0,n:0,cr:0;
p:(0.387752,0.0812081),h:0,n:0,cr:0;
p:(0.331386,0.0911486),h:0,n:0,cr:0;
p:(0.293678,0.114668),h:0,n:0,cr:0;
p:(0.31299,0.105576),h:0,n:0,cr:0;
p:(0.301169,0.12608),h:0,n:0,cr:0;
p:(0.298698,0.114594),h:0,n:0,cr:0;
p:(0.297691,0.119224),h:0,n:0,cr:0;
p:(0.300275,0.102683),h:0,n:0,cr:0;
p:(0.330647,0.101054),h:0,n:0,cr:0;
p:(0.307971,0.144156),h:0,n:0,cr:0;
p:(0.341262,0.116508),h:0,n:0,cr:0;
p:(0.335287,0.0902622),h:0,n:0,cr:0;
p:(0.334854,0.160762),h:0,n:0,cr:0;
p:(0.318564,0.0817345),h:0,n:0,cr:0;
p:(0.332314,0.105877),h:0,n:0,cr:0;
p:(0.28216,0.095178),h:0,n:0,cr:0;
p:(0.287771,0.105066),h:0,n:0,cr:0;
p:(0.309987,0.140534),h:0,n:0,cr:0;
p:(0.326771,0.12019),h:0,n:0,cr:0;
p:(0.329685,0.141721),h:0,n:0,cr:0;
p:(0.318849,0.120767),h:0,n:0,cr:0;
p:(0.314451,0.101472),h:0,n:0,cr:0;
p:(0.336083,0.15627),h:0,n:0,cr:0;
p:(0.333844,0.0839169),h:0,n:0,cr:0;
